"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Lindarbraut";170;"Par/Raðhús";79900000;5;179,1;"2016-12-07";446119
"2";"Hamraborg";200;"Fjölbýli";25900000;2;51,5;"2016-12-07";502913
"4";"Birkigrund";200;"Par/Raðhús";69500000;8;233,7;"2016-12-07";297390
"6";"Naustabryggja";111;"Fjölbýli";46000000;3;103,5;"2016-12-07";444444
"7";"Eyrarholt ";220;"Hæðir";49800000;7;221,6;"2016-12-07";224729
"8";"Hraunprýði";210;"Einbýli";94000000;5;232,7;"2016-12-07";403954
"10";"Tjarnabakki";260;"Fjölbýli";31800000;3;120,2;"2016-12-07";264559
"11";"B-gata";860;"Hesthús";8000000;0;131,8;"2016-12-07";60698
"12";"Kleppsvegur";105;"Fjölbýli";42900000;5;116,2;"2016-12-07";369191
"13";"Klapparstígur";101;"Fjölbýli";55900000;4;118,9;"2016-12-07";470143
"14";"Laxatunga";270;"Jörð/Lóð";14500000;0;675;"2016-12-07";21481
"15";"Laxatunga";270;"Jörð/Lóð";14500000;0;768,8;"2016-12-07";18861
"16";"Laxatunga";270;"Jörð/Lóð";14500000;0;679,8;"2016-12-07";21330
"17";"Klapparstígur";101;"Fjölbýli";52900000;3;89,1;"2016-12-07";593715
"19";"Böggvisbraut ";620;"Einbýli";23900000;6;150,5;"2016-12-07";158804
"21";"Laxatunga";270;"Jörð/Lóð";28000000;0;1259,4;"2016-12-07";22233
"22";"Sunnubakki";801;"Jörð/Lóð";22000000;0;110000;"2016-12-07";200
"23";"Brandshús";801;"Einbýli";26000000;6;193;"2016-12-07";134715
"24";"Vesturgata";300;"Einbýli";42000000;10;366,4;"2016-12-07";114629
"25";"Vallarbraut";300;"Fjölbýli";20900000;3;90,4;"2016-12-07";231195
