"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Miklabraut";105;"Fjölbýli";26900000;2;64;"2016-12-17";420312
"2";"Rauðhamrar";112;"Fjölbýli";45900000;5;135,8;"2016-12-17";337997
"3";"Berjarimi";112;"Fjölbýli";35900000;3;114,2;"2016-12-17";314361
"5";"Freyjubrunnur";113;"Fjölbýli";53900000;4;140,5;"2016-12-17";383630
"6";"Hagasel";109;"Einbýli";66900000;7;408,5;"2016-12-17";163770
"7";"Dalsel";109;"Par/Raðhús";59500000;8;242,9;"2016-12-17";244957
"8";"Töfrandi. el Mirador De Amay, Punta";1000;"Par/Raðhús";20500000;3;63;"2016-12-17";325397
"10";"La Recoleta";1000;"Fjölbýli";23600000;0;78;"2016-12-17";302564
"11";"Los Viveros Toppurinn Í Dag";1000;"Par/Raðhús";21900000;5;170;"2016-12-17";128824
"12";"Glæsilegt Og Nýtt. la Mata. torrevi";1000;"Fjölbýli";17800000;2;60;"2016-12-17";296667
"13";"Glæsileg. maese Pedro";1000;"Par/Raðhús";17900000;4;82;"2016-12-17";218293
"14";"Gott Verð. parhús. chismosas, Orihu";1000;"Par/Raðhús";18800000;4;85;"2016-12-17";221176
"15";"Akurbraut";260;"Par/Raðhús";38900000;4;133,7;"2016-12-17";290950
"16";"Álftamýri ";108;"Fjölbýli";39200000;4;126,2;"2016-12-17";310618
"17";"Hraunbær";110;"Fjölbýli";39800000;5;120,4;"2016-12-17";330565
"18";"Veghús";112;"Fjölbýli";41500000;4;126,9;"2016-12-17";327029
"19";"Klukkurimi";112;"Fjölbýli";31900000;3;86,6;"2016-12-17";368360
"20";"Hrísabrekka";301;"Sumarhús";16400000;4;61,7;"2016-12-17";265802
"21";"Grandavegur";107;"Fjölbýli";44500000;3;108,6;"2016-12-17";409761
"22";"Miðtún";105;"Hæðir";39900000;4;98,9;"2016-12-17";403438
"23";"Ástu-sóllijugata";270;"Par/Raðhús";53500000;3;179,8;"2016-12-17";297553
"24";"Ástu-sóllijugata";270;"Par/Raðhús";54900000;4;182,2;"2016-12-17";301317
"25";"Ástu-sóllijugata";270;"Par/Raðhús";54900000;4;182,9;"2016-12-17";300164
