"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"2";"Hofakur";371;"Fjölbýli";49900000;3;118,9;"2016-09-02";419680
"3";"Grandavegur";107;"Fjölbýli";46500000;3;111,4;"2016-09-02";417415
"4";"Steinsstaðaflöt";300;"Fjölbýli";32500000;3;113,6;"2016-09-02";286092
"5";"Melasíða";603;"Fjölbýli";21500000;4;109,4;"2016-09-02";196527
"6";"Álfholt";220;"Fjölbýli";26900000;2;69,6;"2016-09-02";386494
"7";"Eyktarás";110;"Fjölbýli";28900000;3;75,3;"2016-09-02";383798
"8";"Faxabraut ";230;"Fjölbýli";17500000;3;82,5;"2016-09-02";212121
"10";"Kjarrhólmi";200;"Fjölbýli";26900000;3;75,1;"2016-09-02";358189
"11";"Hlíðargata";470;"Fjölbýli";11000000;4;98,7;"2016-09-02";111449
"12";"Aðalstræti";600;"Einbýli";79500000;2;294,5;"2016-09-02";269949
"13";"Skipholt";105;"Fjölbýli";29500000;3;90,2;"2016-09-02";327051
"14";"Ögurás";210;"Fjölbýli";39500000;3;98,8;"2016-09-02";399798
"15";"Eyktarás ";110;"Einbýli";93800000;10;326,2;"2016-09-02";287554
"16";"Eyktarás";110;"Hæðir";64900000;7;250,9;"2016-09-02";258669
"18";"Garðatorg";210;"Fjölbýli";68500000;3;102,5;"2016-09-02";668293
"19";"Garðatorg";210;"Fjölbýli";67800000;3;99,8;"2016-09-02";679359
"21";"Marteinslaug";113;"Fjölbýli";37700000;3;109,1;"2016-09-02";345555
"22";"Gott Verð. bella Antonia Street In ";1000;"Fjölbýli";8800000;3;50;"2016-09-02";176000
"23";"Blikabraut";230;"Hæðir";27200000;3;114,2;"2016-09-02";238179
"24";"Heiðarvegur";900;"Einbýli";36000000;5;201;"2016-09-02";179104
"25";"Smiðjuvegur";200;"Atvinnuhús";30000000;0;145,8;"2016-09-02";205761
