"";"gotuheiti";"postnr";"tegund";"verd";"herbergi";"size";"nyskrad";"fermverd"
"1";"Mánatún";105;"Fjölbýli";52500000;3;120,5;"2016-11-05";435685
"2";"Hæðargarður";108;"Fjölbýli";54900000;4;128,7;"2016-11-05";426573
"3";"Smáratún";230;"Fjölbýli";19900000;3;70,7;"2016-11-05";281471
"4";"Þrastarlundur";210;"Par/Raðhús";69900000;8;234;"2016-11-05";298718
"5";"Vallholt Þingeyjarsveit";641;"Jörð/Lóð";46000000;5;1137,6;"2016-11-05";40436
"6";"Mánatún";105;"Fjölbýli";57900000;3;133,6;"2016-11-05";433383
"7";"Glerárgata";600;"Atvinnuhús";73900000;0;372,1;"2016-11-05";198603
"10";"Hásteinsvegur";900;"Hæðir";23500000;5;143,3;"2016-11-05";163992
"11";"Aflagrandi";107;"Fjölbýli";42900000;3;80,1;"2016-11-05";535581
"12";"Skagabraut";300;"Einbýli";16900000;3;73;"2016-11-05";231507
"13";"Asparskógar";300;"Fjölbýli";41365500;4;126,5;"2016-11-05";327000
"14";"Háholt";220;"Fjölbýli";37900000;4;113,7;"2016-11-05";333333
"17";"Grandavegur - Opið Hús";107;"Fjölbýli";52000000;3;110,6;"2016-11-05";470163
"18";"Grandavegur - Opið Hús";107;"Fjölbýli";52000000;3;110,7;"2016-11-05";469738
"19";"Sörlaskjól";107;"Fjölbýli";32900000;2;70,2;"2016-11-05";468661
"20";"Bólstaðarhlíð";105;"Fjölbýli";27900000;2;54;"2016-11-05";516667
"21";"Lyngmóar";210;"Fjölbýli";30900000;2;97,7;"2016-11-05";316274
"22";"Brekkubyggð";210;"Par/Raðhús";43300000;3;108,7;"2016-11-05";398344
"23";"Teigasel";109;"Fjölbýli";19900000;1;41,2;"2016-11-05";483010
"24";"Sléttuvegur";103;"Fjölbýli";48800000;3;89;"2016-11-05";548315
"25";"Nýleg Íbúð Á Einstöku Verði";1000;"Fjölbýli";5700000;2;59;"2016-11-05";96610
